,year,age,sex,lfp,n,cohort,lfp_pred,lfp_se,lfp_pred2,lfp_se2,lfp_age_avg,lfp_pred3,lfp_se3
3350,2005,56,2,67.024704,10567,1949,67.0066972385,1.3439586442,61.8871550105,2.31699531181,55.916332,67.6048534152,0.116417903248
3351,2006,56,2,68.97541,10753,1950,67.0207314362,1.62529014518,61.1538325705,2.66653873891,55.916332,67.9190490792,0.13625407859
3352,2007,56,2,69.872162,11111,1951,66.9430798046,1.94193420061,60.429041461,2.96681498079,55.916332,68.1853949089,0.157907710811
3353,2008,56,2,70.657654,11294,1952,66.7763449932,2.29456538499,59.6969218901,3.20986883281,55.916332,68.4056591145,0.181303965734
3354,2009,56,2,69.807022,11454,1953,66.5241666458,2.68354598307,58.965037383,3.39519166226,55.916332,68.5817587023,0.206349501905
3355,2010,56,2,70.898232,11570,1954,66.1911325696,3.10889486146,58.2633330451,3.52817925875,55.916332,68.715713163,0.232932284573
3356,2011,56,2,70.692131,12014,1955,65.7826773021,3.57026765973,57.6305476901,3.61788415121,55.916332,68.8096068824,0.260922165763
3357,2012,56,2,69.011566,12077,1956,65.3049704741,4.06694677631,57.0988214055,3.67468891888,55.916332,68.8655590228,0.290172108021
3358,2013,56,2,69.357376,12375,1957,64.7647974763,4.59784008068,56.6840508535,3.70842025996,55.916332,68.8856995769,0.320519942334
3359,2014,56,2,68.615311,12253,1958,64.1694349874,5.16148752619,56.3841426947,3.72718863417,55.916332,68.8721503429,0.351790560403
3360,2015,56,2,68.05571,11481,1959,63.526523914,5.75607494746,56.1832758982,3.73697017447,55.916332,68.8270096874,0.383798447559
3361,2016,56,2,67.53315,11467,1960,62.8439422221,6.37945435638,56.0587346652,3.74174535431,55.916332,68.7523401214,0.416350466456
3362,1976,57,1,83.560951,7301,1919,83.576378525,0.335241931595,83.2260134558,0.360154859013,80.050873,83.7180694544,0.0378890985821
3363,1977,57,1,83.181618,8184,1920,83.2025213711,0.268748567941,83.3282944071,0.2655766597,80.050873,83.2501348363,0.0316714151343
3364,1978,57,1,83.657112,9029,1921,82.8282305836,0.226524568529,83.1865593093,0.238161709872,80.050873,82.7948445005,0.0272878402276
3365,1979,57,1,81.866119,8768,1922,82.4576355218,0.203608388986,82.8016828921,0.232959425358,80.050873,82.3568424364,0.0244897168776
3366,1980,57,1,81.879166,9936,1923,82.0944042318,0.19322427557,82.2356108941,0.228634047923,80.050873,81.9399046109,0.0228952137274
3367,1981,57,1,81.022202,9204,1924,81.741706585,0.189064402458,81.6013769871,0.223911618563,80.050873,81.5468344102,0.0220764386651
3368,1982,57,1,81.046532,8941,1925,81.4021881051,0.186961699165,81.0311669542,0.221086574049,80.050873,81.1794138374,0.0216716705347
3369,1983,57,1,81.259399,8679,1926,81.0779546385,0.184923833572,80.628913908,0.220036278866,80.050873,80.8384127463,0.0214427037574
3370,1984,57,1,80.509186,8496,1927,80.7705677739,0.182429494225,80.427578009,0.219452261314,80.050873,80.5236536006,0.0212692859082
3371,1985,57,1,80.144188,8250,1928,80.4810506783,0.179749822494,80.3752604917,0.218790209372,80.050873,80.2341251359,0.0211148072191
3372,1986,57,1,79.725006,7684,1929,80.209903791,0.177468449281,80.362223585,0.218264203038,80.050873,79.9681352217,0.0209889423846
3373,1987,57,1,80.047783,7975,1930,79.9571296136,0.176156517352,80.2774842181,0.218038246182,80.050873,79.7234913391,0.0209166949138
3374,1988,57,1,79.500046,7149,1931,79.7222656545,0.176156481913,80.0633764784,0.218038245879,80.050873,79.4976964022,0.0209163672666
3375,1989,57,1,79.658272,6872,1932,79.5044244395,0.177468344253,79.7349921888,0.218264202156,80.050873,79.2881479836,0.0209879356432
3376,1990,57,1,80.903259,7195,1933,79.3023393832,0.179749651268,79.353658684,0.21879020792,80.050873,79.0923301237,0.0211130404528
3377,1991,57,1,79.20256,7026,1934,79.1144152364,0.182429261184,78.9765315477,0.219452259251,80.050873,78.9079885186,0.0212665955148
3378,1992,57,1,77.817955,7236,1935,78.9387817777,0.184923543158,78.6229574567,0.220036276236,80.050873,78.7332817258,0.0214388110889
3379,1993,57,1,78.19548,6759,1936,78.7733494118,0.186961355464,78.2847674224,0.221086570904,80.050873,78.5669028771,0.0216661601473
3380,1994,57,1,76.766464,6549,1937,78.6158653595,0.189064010511,77.9695562592,0.223911614567,80.050873,78.4081681086,0.0220687796734
3381,1995,57,1,76.597832,6773,1938,78.4639691845,0.193223844897,77.7341241022,0.228634042087,80.050873,78.2570694218,0.0228848730067
3382,1996,57,1,78.300171,5860,1939,78.3152464895,0.203607938985,77.6691765835,0.232959415535,80.050873,78.1142910074,0.0244763853594
3383,1997,57,1,78.575638,5883,1940,78.167279728,0.226524129787,77.8367451342,0.238161692184,80.050873,77.9811892242,0.0272716606212
3384,1998,57,1,78.294556,6200,1941,78.0176952119,0.26874817124,78.206113826,0.265576630867,80.050873,77.8597375309,0.0316529863227
3385,1999,57,1,79.509392,6619,1942,77.8642055498,0.335241593175,78.6431240359,0.360154820761,80.050873,77.7524387808,0.0378692226815
3386,2000,57,1,78.223915,7419,1943,77.7046469088,0.428638172052,78.9706939671,0.547865712506,80.050873,77.6622084556,0.046035112494
3387,2001,57,1,78.432457,7982,1944,77.5370106693,0.550335280732,79.0640517331,0.820940578107,80.050873,77.5922336373,0.0561838526477
3388,2002,57,1,77.440033,8195,1945,77.3594692051,0.701469570206,78.9169324717,1.15951675381,80.050873,77.5458137386,0.068314001168
3389,2003,57,1,77.164963,8428,1946,77.1703956946,0.883258708928,78.6364350094,1.53936252802,80.050873,77.5261901349,0.0824117287773
3390,2004,57,1,77.641006,10744,1947,76.968378023,1.09699761545,78.3754605311,1.93387509317,80.050873,77.5363727417,0.0984561073647
3391,2005,57,1,77.73526,10082,1948,76.7522269843,1.34395871096,78.2514551195,2.3169953116,80.050873,77.5789721243,0.116417356254
3392,2006,57,1,75.957893,9616,1949,76.520979119,1.62529020935,78.3008214984,2.66653873867,80.050873,77.6560458033,0.136253410565
3393,2007,57,1,78.045357,10271,1950,76.2738946384,1.94193426179,78.4860008331,2.96681498052,80.050873,77.7689669527,0.157906873506
3394,2008,57,1,77.485878,10386,1951,76.0104509746,2.2945654429,78.7363274911,3.20986883259,80.050873,77.9183226519,0.181302927778
3395,2009,57,1,77.542755,10226,1952,75.7303325637,2.68354603751,78.9896760042,3.39519166212,80.050873,78.1038472888,0.206348250687
3396,2010,57,1,77.379448,10391,1953,75.4334175187,3.10889491233,79.212773607,3.52817925864,80.050873,78.3243946977,0.232930826557
3397,2011,57,1,78.615425,10878,1954,75.1197618671,3.57026770697,79.3986209984,3.61788415108,80.050873,78.5779502979,0.260920525278
3398,2012,57,1,77.992668,10729,1955,74.7895820361,4.06694681993,79.5529794923,3.67468891875,80.050873,78.861682043,0.29017032466
3399,2013,57,1,78.988655,10730,1956,74.4432362453,4.59784012072,79.6825352515,3.70842025988,80.050873,79.1720266006,0.320518067192
3400,2014,57,1,77.958565,10844,1957,74.0812054333,5.16148756275,79.7902185123,3.72718863413,80.050873,79.5048050511,0.351788651465
3401,2015,57,1,77.386887,10392,1958,73.7040742933,5.75607498064,79.8762305287,3.73697017445,80.050873,79.855360717,0.383796564625
3402,2016,57,1,78.541481,10916,1959,73.3125129265,6.37945438632,79.9407919527,3.74174535429,80.050873,80.2187106566,0.416348666006
3403,1976,57,2,47.681923,7937,1919,48.1980113594,0.335241931592,47.9474867994,0.360154859013,53.574188,48.5548939659,0.0378890985821
3404,1977,57,2,48.330601,9316,1920,48.1708466027,0.268748567943,47.9622216152,0.2655766597,53.574188,48.4459083518,0.0316714151344
3405,1978,57,2,46.164684,9896,1921,48.2288796988,0.22652456853,48.1444411007,0.238161709872,53.574188,48.4263693547,0.0272878402277
3406,1979,57,2,48.908806,9768,1922,48.3741538712,0.203608388991,48.4378340386,0.232959425358,53.574188,48.4995688802,0.0244897168776
3407,1980,57,2,47.873138,11179,1923,48.6073543444,0.193224275569,48.7449122974,0.228634047923,53.574188,48.6668673904,0.0228952137275
3408,1981,57,2,48.39447,10776,1924,48.9277742792,0.189064402471,48.9881813719,0.223911618563,53.574188,48.9277212521,0.0220764386651
3409,1982,57,2,49.072697,10108,1925,49.3333061099,0.186961699163,49.1704748211,0.22108657405,53.574188,49.2797504099,0.0216716705347
3410,1983,57,2,47.170948,9868,1926,49.8204587388,0.184923833579,49.3884800854,0.220036278866,53.574188,49.7188441592,0.0214427037573
3411,1984,57,2,50.644112,9131,1927,50.3844004777,0.182429494218,49.7807814375,0.219452261314,53.574188,50.2393035865,0.0212692859082
3412,1985,57,2,49.756176,9205,1928,51.0190270675,0.179749822508,50.4390571436,0.218790209372,53.574188,50.8340193063,0.0211148072191
3413,1986,57,2,51.285,8623,1929,51.71705356,0.177468449274,51.3435179659,0.218264203038,53.574188,51.4946822665,0.0209889423847
3414,1987,57,2,53.127842,8504,1930,52.4701283182,0.17615651734,52.3717249588,0.218038246182,53.574188,52.2120236671,0.0209166949139
3415,1988,57,2,52.931583,8025,1931,53.2689669134,0.176156481918,53.3766749695,0.218038245879,53.574188,52.9760777192,0.0209163672665
3416,1989,57,2,54.907734,7742,1932,54.1035032636,0.177468344247,54.2755457269,0.218264202156,53.574188,53.77645853,0.0209879356431
3417,1990,57,2,55.392063,8191,1933,54.9630549882,0.179749651268,55.0818866998,0.21879020792,53.574188,54.6026403275,0.0211130404528
3418,1991,57,2,54.718388,7553,1934,55.8364996594,0.182429261183,55.8622785477,0.219452259251,53.574188,55.4442290338,0.0212665955148
3419,1992,57,2,57.841278,7485,1935,56.7124584088,0.184923543161,56.6629178275,0.220036276236,53.574188,56.2912131331,0.0214388110889
3420,1993,57,2,56.873524,7629,1936,57.5794832155,0.186961355478,57.4737782216,0.221086570904,53.574188,57.1341829811,0.0216661601473
3421,1994,57,2,60.913467,7153,1937,58.426244152,0.189064010522,58.2572142097,0.223911614567,53.574188,57.9645100044,0.0220687796733
3422,1995,57,2,58.757843,7743,1938,59.2417129031,0.193223844893,59.0032623838,0.228634042087,53.574188,58.7744803193,0.0228848730067
3423,1996,57,2,59.139832,6396,1939,60.0153389957,0.203607938984,59.7478901785,0.232959415535,53.574188,59.5573807285,0.0244763853595
3424,1997,57,2,60.840374,6841,1940,60.7372153812,0.226524129778,60.5279115558,0.238161692184,53.574188,60.3075383733,0.0272716606212
3425,1998,57,2,61.904995,7023,1941,61.3982302915,0.268748171236,61.3105710657,0.265576630867,53.574188,61.0203181627,0.0316529863227
3426,1999,57,2,63.148998,7280,1942,61.9902026305,0.335241593165,61.9652924361,0.360154820761,53.574188,61.6920842078,0.0378692226815
3427,2000,57,2,61.946911,7765,1943,62.5059985694,0.428638172055,62.3125501403,0.547865712506,53.574188,62.3201327697,0.046035112494
3428,2001,57,2,63.577347,8656,1944,62.9396274541,0.550335280733,62.2208154465,0.820940578107,53.574188,62.9026046851,0.0561838526477
3429,2002,57,2,64.5495,8883,1945,63.2863156173,0.701469570206,61.6835750658,1.15951675381,53.574188,63.4383850137,0.068314001168
3430,2003,57,2,65.33989,9055,1946,63.5425571866,0.883258708928,60.824865108,1.53936252802,53.574188,63.9269968998,0.0824117287773
3431,2004,57,2,64.240021,11265,1947,63.7061414877,1.09699761545,59.8350262419,1.93387509317,53.574188,64.3684955695,0.0984561073647
3432,2005,57,2,66.878296,11000,1948,63.7761571468,1.34395871096,58.8834053068,2.3169953116,53.574188,64.7633671534,0.116417356254
3433,2006,57,2,66.286095,10487,1949,63.7529734812,1.62529020935,58.0605393919,2.66653873867,53.574188,65.1124357684,0.136253410564
3434,2007,57,2,66.692093,10920,1950,63.6382002265,1.94193426179,57.3731671945,2.96681498052,53.574188,65.4167811272,0.157906873506
3435,2008,57,2,69.340912,10795,1951,63.4346270673,2.2945654429,56.7792310203,3.20986883259,53.574188,65.6776679052,0.181302927778
3436,2009,57,2,69.688599,11364,1952,63.1461448115,2.68354603751,56.2320376255,3.39519166212,53.574188,65.8964872423,0.206348250687
3437,2010,57,2,68.218155,11019,1953,62.7776503602,3.10889491233,55.7083719863,3.52817925864,53.574188,66.0747100702,0.232930826557
3438,2011,57,2,67.029572,11108,1954,62.3349378892,3.57026770697,55.2130289636,3.61788415108,53.574188,66.2138514506,0.260920525278
3439,2012,57,2,66.75592,11616,1955,61.8245788407,4.06694681993,54.7671336241,3.67468891875,53.574188,66.3154447516,0.29017032466
3440,2013,57,2,67.055016,11631,1956,61.2537934537,4.59784012072,54.3925239877,3.70842025988,53.574188,66.3810242752,0.320518067192
3441,2014,57,2,66.364845,11844,1957,60.630316619,5.16148756275,54.1010556986,3.72718863413,53.574188,66.4121148398,0.351788651465
3442,2015,57,2,67.673851,11574,1958,59.9622608357,5.75607498064,53.891539116,3.73697017445,53.574188,66.4102268152,0.383796564625
3443,2016,57,2,66.648109,11452,1959,59.2579789775,6.37945438632,53.7524977642,3.74174535429,53.574188,66.3768551722,0.416348666006
3444,1976,58,1,82.531265,6848,1918,82.3586055336,0.335242066224,81.2851249623,0.360154888799,77.738487,81.9236549387,0.03789353233
3445,1977,58,1,80.064774,7536,1919,81.838702702,0.268748748397,81.2769034161,0.265576679991,77.738487,81.3821082077,0.0316766256093
3446,1978,58,1,80.605019,8697,1920,81.3305419502,0.226524801895,81.1430515106,0.238161720677,77.738487,80.8529121862,0.0272934619296
3447,1979,58,1,80.514679,8699,1921,80.8389257494,0.20360867363,80.8321794079,0.232959431395,77.738487,80.3422282842,0.0244952117911
3448,1980,58,1,80.262772,10106,1922,80.3679530047,0.193224604417,80.3233419372,0.228634051918,77.738487,79.8552887004,0.0229000731608
3449,1981,58,1,79.882744,9192,1923,79.9209781794,0.189064769639,79.6523001159,0.223911621726,77.738487,79.396231989,0.0220803614142
3450,1982,58,1,79.82119,8854,1924,79.5005861707,0.186962102571,78.9221810781,0.221086576594,77.738487,78.9680008523,0.0216745975655
3451,1983,58,1,77.778427,8699,1925,79.1085830537,0.18492427375,78.2800007955,0.220036280948,77.738487,78.5723081737,0.0214447500791
3452,1984,58,1,78.144196,8492,1926,78.7460024462,0.182429972288,77.857929206,0.219452263172,77.738487,78.2096713643,0.0212706567869
3453,1985,58,1,77.287994,8243,1927,78.4131268904,0.179750338491,77.7047612824,0.218790210919,77.738487,77.879509694,0.021115735756
3454,1986,58,1,77.436378,7954,1928,78.1095233164,0.177469000835,77.74952587,0.218264204142,77.738487,77.5802949431,0.0209896482818
3455,1987,58,1,78.416908,7337,1929,77.8340913511,0.176157099249,77.8285675668,0.218038246932,77.738487,77.3097427388,0.0209173570479
3456,1988,58,1,77.347237,7543,1930,77.5851229728,0.176157086561,77.7699505414,0.218038246402,77.738487,77.0650304114,0.0209171065573
3457,1989,58,1,78.686897,7037,1931,77.3603717937,0.177468962942,77.4873075877,0.218264202512,77.738487,76.8430270003,0.0209888081288
3458,1990,58,1,76.734833,7077,1932,77.157130083,0.179750275906,77.0219480298,0.218790208151,77.738487,76.640521915,0.0211140403255
3459,1991,58,1,76.198601,7258,1933,76.9723115265,0.182429885487,76.5038195143,0.219452259396,77.738487,76.4544404068,0.0212676654859
3460,1992,58,1,77.068939,6608,1934,76.8025376579,0.184924162875,76.0602232898,0.220036276322,77.738487,76.282036104,0.0214398560411
3461,1993,58,1,75.383644,7023,1935,76.644225888,0.186961967406,75.7411053303,0.221086570947,77.738487,76.1210531263,0.0216670616008
3462,1994,58,1,74.29155,6487,1936,76.4936771044,0.189064610078,75.516043823,0.223911614575,77.738487,75.9698524906,0.022069412802
3463,1995,58,1,77.147552,6376,1937,76.3471609102,0.193224422125,75.3385774975,0.228634042059,77.738487,75.8274995159,0.0228851321138
3464,1996,58,1,73.917809,5888,1938,76.2009967115,0.203608474741,75.2168724371,0.232959415463,77.738487,75.6938106653,0.0244762204792
3465,1997,58,1,75.982689,5907,1939,76.0516290453,0.226524598579,75.224754869,0.238161692061,77.738487,75.5693597454,0.0272711085656
3466,1998,58,1,75.673492,5899,1940,75.8956957548,0.268748554825,75.4392336865,0.265576630687,77.738487,75.4554446753,0.0316521631105
3467,1999,58,1,74.544121,6329,1941,75.7300878624,0.335241891556,75.8555549979,0.360154820529,77.738487,75.3540172256,0.0378682741785
3468,2000,58,1,75.968842,6513,1942,75.5520002491,0.428638399065,76.3530016256,0.547865712274,77.738487,75.2675792725,0.0460341638289
3469,2001,58,1,74.945236,8145,1943,75.3589725234,0.550335453725,76.7455906807,0.82094057792,77.738487,75.1990502685,0.0561829854417
3470,2002,58,1,76.103081,8068,1944,75.148919735,0.701469704226,76.8851203024,1.15951675366,77.738487,75.1516117719,0.0683132535878
3471,2003,58,1,75.828018,8227,1945,74.9201528583,0.883258815332,76.7446438225,1.53936252786,77.738487,75.1285359611,0.0824111043135
3472,2004,58,1,74.601379,8404,1946,74.6713892284,1.09699770236,76.4275820685,1.93387509299,77.738487,75.1330059818,0.098455584601
3473,2005,58,1,75.873154,10144,1947,74.40175335,1.34395878406,76.1030518948,2.31699531145,77.738487,75.1679366234,0.116416897454
3474,2006,58,1,76.665649,10126,1948,74.1107687132,1.6252902726,75.91591057,2.66653873856,77.738487,75.2358040882,0.136252968983
3475,2007,58,1,76.526276,9606,1949,73.798341434,1.94193431794,75.9272849353,2.96681498042,77.738487,75.3384934044,0.157906399699
3476,2008,58,1,78.063179,9880,1950,73.4647366916,2.29456549384,76.110791624,3.20986883248,77.738487,75.4771713084,0.181302375033
3477,2009,58,1,75.607681,10326,1951,73.1105490479,2.68354608455,76.3906979754,3.39519166202,77.738487,75.6521911734,0.206347579566
3478,2010,58,1,76.236931,9968,1952,72.7366678175,3.10889495635,76.688881273,3.52817925857,77.738487,75.8630348428,0.232930008426
3479,2011,58,1,76.859413,10133,1953,72.3442386976,3.57026774856,76.9541478418,3.61788415104,77.738487,76.1082941503,0.260919544676
3480,2012,58,1,75.69606,10497,1954,71.934622879,4.06694685947,77.1671635869,3.67468891872,77.738487,76.3856925884,0.290169180433
3481,2013,58,1,77.385109,10570,1955,71.50935483,4.59784015845,77.3299028365,3.70842025984,77.738487,76.6921452148,0.320516772343
3482,2014,58,1,75.04248,10526,1956,71.0700998919,5.16148759879,77.4523333333,3.7271886341,77.738487,77.0238526252,0.351787231798
3483,2015,58,1,76.411232,10714,1957,70.618612741,5.75607501506,77.5440231523,3.73697017443,77.738487,77.3764228688,0.383795056328
3484,2016,58,1,75.097191,10385,1958,70.1566976662,6.37945441914,77.6116576981,3.74174535429,77.738487,77.7450136954,0.416347112406
3485,1976,58,2,46.979706,8272,1918,46.8410611784,0.335242066221,46.827191475,0.360154888799,51.477295,47.3769936373,0.0378935323299
3486,1977,58,2,47.079224,8366,1919,46.7108611533,0.268748748391,46.8511041035,0.265576679991,51.477295,47.1986623854,0.0316766256093
3487,1978,58,2,46.784103,9775,1920,46.6654752664,0.226524801894,46.9714339003,0.238161720677,51.477295,47.1017462523,0.0272934619296
3488,1979,58,2,46.019466,9540,1921,46.7077479834,0.203608673616,47.1647447437,0.232959431395,51.477295,47.0909919987,0.0244952117911
3489,1980,58,2,47.016487,11017,1922,46.839095916,0.193224604421,47.363041517,0.228634051919,51.477295,47.169215365,0.0229000731607
3490,1981,58,2,47.366928,10434,1923,47.0594615921,0.189064769641,47.4919607048,0.223911621726,51.477295,47.3373054154,0.0220803614142
3491,1982,58,2,48.517643,10033,1924,47.3672948527,0.18696210258,47.5313339002,0.221086576594,51.477295,47.5942730053,0.0216745975654
3492,1983,58,2,48.299263,9856,1925,47.7595625419,0.184924273744,47.5561811713,0.220036280948,51.477295,47.9373397023,0.0214447500791
3493,1984,58,2,47.094952,9087,1926,48.2317865359,0.18242997229,47.719220616,0.219452263172,51.477295,48.3620644915,0.0212706567869
3494,1985,58,2,47.854328,9009,1927,48.7781095265,0.179750338492,48.1717030883,0.218790210919,51.477295,48.8625061754,0.0211157357559
3495,1986,58,2,47.847137,8702,1928,49.3913873575,0.177469000843,48.9672465194,0.218264204142,51.477295,49.4314192012,0.0209896482818
3496,1987,58,2,47.656067,8309,1929,50.0633061212,0.176157099253,50.0163125701,0.218038246932,51.477295,50.0604795875,0.020917357048
3497,1988,58,2,53.300732,8045,1930,50.7845216723,0.176157086554,51.1313989709,0.218038246402,51.477295,50.7405358133,0.0209171065572
3498,1989,58,2,52.474464,7689,1931,51.5448187193,0.177468962929,52.1375558617,0.218264202513,51.477295,51.4618773139,0.0209888081288
3499,1990,58,2,53.152008,7928,1932,52.3332862309,0.179750275901,52.9692388265,0.218790208151,51.477295,52.21451107,0.0211140403256
3500,1991,58,2,53.66209,7606,1933,53.1385055444,0.182429885494,53.6816269503,0.219452259396,51.477295,52.9884351631,0.0212676654859
3501,1992,58,2,53.909428,7226,1934,53.9487473033,0.184924162878,54.3732116409,0.220036276323,51.477295,53.773897504,0.0214398560412
3502,1993,58,2,56.000008,7575,1935,54.7521731832,0.186961967406,55.0903574553,0.221086570947,51.477295,54.5616284335,0.0216670616008
3503,1994,58,2,55.422718,7198,1936,55.5370382951,0.189064610083,55.7968839489,0.223911614575,51.477295,55.3430375416,0.0220694128021
3504,1995,58,2,57.184761,6954,1937,56.2918901809,0.193224422122,56.4291291889,0.228634042059,51.477295,56.1103676457,0.0228851321138
3505,1996,58,2,57.588917,6407,1938,57.0057604391,0.203608474749,56.9763221665,0.232959415463,51.477295,56.8568020382,0.0244762204791
3506,1997,58,2,56.051464,6520,1939,57.668345231,0.226524598575,57.5027254165,0.238161692061,51.477295,57.5765244369,0.0272711085656
3507,1998,58,2,58.457165,6782,1940,58.2701712172,0.268748554828,58.0836090803,0.265576630687,51.477295,58.2647341466,0.0316521631104
3508,1999,58,2,59.735973,7092,1941,58.802743846,0.335241891554,58.7092012282,0.36015482053,51.477295,58.917621446,0.0378682741785
3509,2000,58,2,58.616955,7086,1942,59.2586753567,0.428638399068,59.2436598733,0.547865712274,51.477295,59.5323099803,0.0460341638289
3510,2001,58,2,59.58482,8499,1943,59.6317903483,0.550335453726,59.481813243,0.82094057792,51.477295,60.1067739076,0.0561829854417
3511,2002,58,2,61.88237,8876,1944,59.9172072975,0.701469704226,59.2667428854,1.15951675366,51.477295,60.6397377773,0.0683132535878
3512,2003,58,2,61.984737,8823,1945,60.1113949626,0.883258815331,58.5849715547,1.53936252786,51.477295,61.1305667506,0.0824111043135
3513,2004,58,2,63.246906,8914,1946,60.2122031761,1.09699770236,57.5768806857,1.93387509299,51.477295,61.5791539636,0.098455584601
3514,2005,58,2,64.45665,10980,1947,60.2188680916,1.34395878406,56.4636296867,2.31699531145,51.477295,61.9858107562,0.116416897454
3515,2006,58,2,63.956146,10925,1948,60.1319924915,1.6252902726,55.444857294,2.66653873856,51.477295,62.3511642874,0.136252968983
3516,2007,58,2,64.949188,10205,1949,59.953502279,1.94193431794,54.6285840894,2.96681498042,51.477295,62.6760658486,0.157906399699
3517,2008,58,2,65.667725,10772,1950,59.6865807439,2.29456549384,54.0215764879,3.20986883248,51.477295,62.9615120408,0.181302375033
3518,2009,58,2,66.36657,10745,1951,59.3355826134,2.68354608455,53.5670779102,3.39519166202,51.477295,63.208579962,0.206347579566
3519,2010,58,2,65.966377,11131,1952,58.9059302554,3.10889495635,53.195666593,3.52817925857,51.477295,63.4183766734,0.232930008426
3520,2011,58,2,66.241745,10903,1953,58.4039946879,3.57026774856,52.8603000946,3.61788415104,51.477295,63.5920024922,0.260919544677
3521,2012,58,2,65.080437,11172,1954,57.8369642711,4.06694685947,52.5457383933,3.67468891872,51.477295,63.7305270946,0.290169180433
3522,2013,58,2,65.518204,11333,1955,57.2127040957,4.59784015845,52.2591906375,3.70842025984,51.477295,63.834976994,0.320516772343
3523,2014,58,2,63.983608,11795,1956,56.5396091529,5.16148759879,52.0150158402,3.7271886341,51.477295,63.9063326823,0.351787231798
3524,2015,58,2,64.2686,11339,1957,55.8264543666,5.75607501506,51.8231602514,3.73697017443,51.477295,63.9455335648,0.383795056328
3525,2016,58,2,65.862762,11490,1958,55.0822444897,6.37945441914,51.6846698165,3.74174535429,51.477295,63.9534887761,0.416347112406
3526,1976,59,1,79.722778,6698,1917,80.4204137915,0.335242692132,79.7678014305,0.360154927659,75.358345,79.9956399227,0.0378962460095
3527,1977,59,1,80.036148,7511,1918,79.7200746366,0.268749415989,79.3821609739,0.265576710627,75.358345,79.3833650987,0.0316801425295
3528,1978,59,1,78.920151,7896,1919,79.0439264026,0.226525476807,78.9777125198,0.238161738238,75.358345,78.7833923831,0.0272978144889
3529,1979,59,1,78.523781,8422,1920,78.3981001433,0.203609311603,78.5454194411,0.232959441038,75.358345,78.2035390433,0.0245001360978
3530,1980,59,1,78.577492,9621,1921,77.7877600114,0.193225174302,78.0423342326,0.228634058438,75.358345,77.6506253122,0.0229051194614
3531,1981,59,1,77.234207,8996,1922,77.2170453665,0.189065262812,77.4247256081,0.223911627248,75.358345,77.1302433127,0.022085089138
3532,1982,59,1,77.848076,8791,1923,76.6890344644,0.186962525263,76.6961343511,0.221086581747,75.358345,76.6465948443,0.0216787070767
3533,1983,59,1,75.352859,8386,1924,76.2057300981,0.184924637608,75.938922394,0.220036285205,75.358345,76.2024082726,0.0214481072251
3534,1984,59,1,75.577805,8155,1925,75.7680670432,0.18243028966,75.2986254941,0.219452266328,75.358345,75.7989375708,0.0212732614093
3535,1985,59,1,74.763245,8229,1926,75.3759406668,0.179750621027,74.9156953208,0.218790213368,75.358345,75.4360397576,0.0211176802808
3536,1986,59,1,73.354675,8183,1927,75.0282555746,0.177469259589,74.8372289614,0.218264206069,75.358345,75.1123212808,0.0209910813937
3537,1987,59,1,73.876099,7699,1928,74.722992731,0.176157345037,74.9662496545,0.218038248314,75.358345,74.8253397458,0.0209184524921
3538,1988,59,1,75.971939,6988,1929,74.4572930921,0.176157330119,75.094034125,0.218038247332,75.358345,74.5718449409,0.0209180354137
3539,1989,59,1,74.584885,7338,1930,74.2275554509,0.177469214985,75.0103282636,0.218264203132,75.358345,74.3480422799,0.0209897154892
3540,1990,59,1,75.661835,7163,1931,74.0295459226,0.179750546913,74.6275122997,0.218790208559,75.358345,74.1498623415,0.0211150288532
3541,1991,59,1,74.199173,7107,1932,73.8585162921,0.18243018565,74.0341357007,0.21945225966,75.358345,73.9732217889,0.0212687870417
3542,1992,59,1,73.073456,7034,1933,73.7093283209,0.184924501887,73.4356594482,0.220036276489,75.358345,73.8142632445,0.0214411097913
3543,1993,59,1,73.595673,6482,1934,73.5765810581,0.186962354032,73.0210669755,0.221086571049,75.358345,73.6695643295,0.0216683956145
3544,1994,59,1,72.174568,6470,1935,73.4547382239,0.189065050399,72.8511196,0.223911614628,75.358345,73.5363087577,0.0220707281812
3545,1995,59,1,71.750298,6490,1936,73.3382528335,0.193224914984,72.848054259,0.228634042071,75.358345,73.4124148815,0.0228862947028
3546,1996,59,1,73.845207,5650,1937,73.2216863963,0.203609004427,72.8866953175,0.232959415435,75.358345,73.2966193016,0.0244770909372
3547,1997,59,1,74.048492,5832,1938,73.0998202511,0.226525131327,72.9076699104,0.238161691987,75.358345,73.1885150182,0.0272715918859
3548,1998,59,1,73.751823,5903,1939,72.9677568849,0.268749050859,72.9601126754,0.265576630577,75.358345,73.0885451584,0.0316522479178
3549,1999,59,1,72.155731,5902,1940,72.8210094046,0.33524232508,73.1434758301,0.360154820417,75.358345,72.9979546302,0.0378680269267
3550,2000,59,1,71.301208,6145,1941,72.6555776963,0.428638763918,73.5018625816,0.547865712162,75.358345,72.918703222,0.046033688743
3551,2001,59,1,72.381584,7202,1942,72.4680101871,0.550335755665,73.9602203659,0.820940577804,75.358345,72.8533447619,0.0561823867359
3552,2002,59,1,74.032227,8441,1943,72.2554505204,0.701469952898,74.353987824,1.15951675355,75.358345,72.8048780159,0.06831261582
