,year,age,sex,lfp,n,cohort,lfp_pred,lfp_se,lfp_pred2,lfp_se2,lfp_age_avg,lfp_pred3,lfp_se3
1598,2016,35,1,91.263794,10210,1981,97.5478253437,6.37949425659,94.5078120529,3.74177145165,94.790215,95.6402197799,0.418287641445
1599,1976,35,2,55.742519,9412,1941,56.2655993975,0.335296954354,56.6425983254,0.360154830241,70.191208,56.8497313934,0.0379048419142
1600,1977,35,2,58.505951,10782,1942,58.4250924573,0.268809484138,58.3825529487,0.265576655204,70.191208,58.7793369019,0.0316928591588
1601,1978,35,2,60.637409,12667,1943,60.4717945215,0.226589149643,60.2069045894,0.238161740869,70.191208,60.6535421706,0.0273161223679
1602,1979,35,2,62.183655,11833,1944,62.394000455,0.203673251062,62.0389383896,0.232959501998,70.191208,62.4472532771,0.0245255426078
1603,1980,35,2,64.19548,13501,1945,64.1820571709,0.193286794716,63.8371275456,0.228634189905,70.191208,64.1393689434,0.0229387968561
1604,1981,35,2,66.302856,13343,1946,65.8285056447,0.189123750948,65.5768547114,0.223911857305,70.191208,65.7133206173,0.0221277740667
1605,1982,35,2,67.170219,15688,1947,67.3281841755,0.187018359824,67.2318168512,0.221086949985,70.191208,67.1572664238,0.021730806731
1606,1983,35,2,67.865349,15334,1948,68.6782904362,0.184978784453,68.7624036719,0.220036844702,70.191208,68.4639821361,0.0215097719527
1607,1984,35,2,71.169502,14503,1949,69.8784007006,0.182483706343,70.1142401124,0.219453088409,70.191208,69.630522921,0.0213443375865
1608,1985,35,2,71.382729,15124,1950,70.9304455313,0.179804039747,71.2295320588,0.218791382546,70.191208,70.657741192,0.0211976023944
1609,1986,35,2,72.481056,15032,1951,71.8386421334,0.177523121199,72.0716269879,0.218265809784,70.191208,71.5497408169,0.0210787996768
1610,1987,35,2,73.187805,15194,1952,72.6093845133,0.176211828149,72.6535241276,0.218040377703,70.191208,72.3133315044,0.0210124847612
1611,1988,35,2,72.685791,14815,1953,73.2510934906,0.176212460547,73.0496252447,0.21804099001,70.191208,72.9575254644,0.0210166969923
1612,1989,35,2,72.76622,15012,1954,73.7740294876,0.177525032904,73.372310663,0.218267618183,70.191208,73.4930965514,0.0210915164488
1613,1990,35,2,73.652344,16132,1955,74.1900718318,0.179807284106,73.718240604,0.218794340887,70.191208,73.9322035286,0.0212191629207
1614,1991,35,2,74.471375,15716,1956,74.5124690345,0.182488401703,74.1179893241,0.219457205418,70.191208,74.2880656873,0.0213756170973
1615,1992,35,2,73.851227,15844,1957,74.7555651398,0.184985149128,74.5280881474,0.220042228239,70.191208,74.5746713582,0.021552581321
1616,1993,35,2,74.091621,15153,1958,74.934507748,0.187026743854,74.8746194897,0.2210937653,70.191208,74.8064975528,0.0217883155509
1617,1994,35,2,75.369095,14556,1959,75.064943701,0.189134636725,75.1144652946,0.22392006304,70.191208,74.9982212822,0.0222047493938
1618,1995,35,2,74.700539,15032,1960,75.1627086598,0.193300700609,75.2637691179,0.228643254913,70.191208,75.1644089311,0.0230412625542
1619,1996,35,2,76.15403,12616,1961,75.2435169033,0.203690446718,75.3711986787,0.232968790714,70.191208,75.3191781645,0.0246594820213
1620,1997,35,2,75.655861,12433,1962,75.3226576287,0.226609269592,75.4622399965,0.238171772698,70.191208,75.4758358833,0.0274856858506
1621,1998,35,2,74.504921,12260,1963,75.4147038421,0.268831524079,75.5054216592,0.26559148734,70.191208,75.64650439,0.0318996939691
1622,1999,35,2,75.861443,12273,1964,75.5332395949,0.335319846131,75.4299056047,0.360183035032,70.191208,75.841755009,0.0381493363048
1623,2000,35,2,75.565018,11517,1965,75.6906108602,0.428710199449,75.177608066,0.547915861161,70.191208,76.0702729979,0.0463500716264
1624,2001,35,2,75.019852,12179,1966,75.8977047669,0.550401436257,74.7448610857,0.821019101654,70.191208,76.3385791547,0.0565366338743
1625,2002,35,2,74.485519,12389,1967,76.1637612268,0.701530753152,74.1817534776,1.15962937342,70.191208,76.6508319059,0.0687091591496
1626,2003,35,2,73.564949,12008,1968,76.4962202314,0.883315861464,73.5556938469,1.53951591956,70.191208,77.0087290702,0.0828551789888
1627,2004,35,2,73.929382,11884,1969,76.9006072672,1.0970515473,72.9132393878,1.93407557348,70.191208,77.4115214326,0.0989549159417
1628,2005,35,2,73.709473,12503,1970,77.3804584319,1.34401006945,72.2694224313,2.31724348728,70.191208,77.8561414762,0.116979587991
1629,2006,35,2,74.119469,11982,1971,77.9372859487,1.62533949758,71.6263392244,2.66682457615,70.191208,78.3374409962,0.136888013526
1630,2007,35,2,71.156593,11074,1972,78.5705838917,1.94198186684,70.9993557795,2.96711887242,70.191208,78.8485219165,0.158623571145
1631,2008,35,2,75.247353,10400,1973,79.2778730761,2.29461166157,70.4277109921,3.21016838761,70.191208,79.3811365267,0.182112097888
1632,2009,35,2,73.1343,10060,1974,80.0547832529,2.68359109685,69.962792639,3.39546834679,70.191208,79.926127611,0.207260779303
1633,2010,35,2,73.330254,10579,1975,80.8951699964,3.1089389851,69.6450351046,3.52842057095,70.191208,80.4738763612,0.233957931211
1634,2011,35,2,73.451561,10124,1976,81.7912630038,3.57031092312,69.4860355413,3.61808270501,70.191208,81.0147269503,0.262073546295
1635,2012,35,2,73.697258,10311,1977,82.7338419472,4.06698927502,69.46555622,3.67484189592,70.191208,81.5393610493,0.291460486197
1636,2013,35,2,73.808601,10511,1978,83.7124355521,4.59788188227,69.5420424396,3.70852981756,70.191208,82.0391026757,0.321956211958
1637,2014,35,2,73.044273,10795,1979,84.7155392142,5.16152867492,69.6684928881,3.72726142652,70.191208,82.5061424369,0.353384954841
1638,2015,35,2,72.31411,11065,1980,85.730846233,5.75611546796,69.8055295865,3.73701521219,70.191208,82.933679133,0.385560235312
1639,2016,35,2,73.628563,10684,1981,86.7454876182,6.37949425659,69.927697035,3.74177145165,70.191208,83.3159845754,0.418287641445
1640,1976,36,1,95.981049,7795,1940,96.1200892093,0.33527971337,95.8676097184,0.360154825471,94.742004,96.2340356921,0.0379006282979
1641,1977,36,1,95.859825,9208,1941,96.2022849241,0.268791328205,96.1244772006,0.265576643476,94.742004,96.2255232212,0.031688318448
1642,1978,36,1,96.535774,10264,1942,96.2381889301,0.226570966949,96.2945420569,0.238161717969,94.742004,96.197074464,0.0273105733828
1643,1979,36,1,96.376129,11535,1943,96.2299545287,0.203656081393,96.3469793886,0.232959461359,94.742004,96.1483717092,0.0245182021136
1644,1980,36,1,96.137993,12630,1944,96.1802290945,0.193271265373,96.2737517669,0.228634120161,94.742004,96.0791889349,0.0229290213355
1645,1981,36,1,95.068268,11640,1945,96.0921443213,0.189109907993,96.0909212457,0.223911743886,94.742004,95.9894248865,0.0221152394873
1646,1982,36,1,95.631569,11527,1946,95.9692968026,0.187005920529,95.8341479196,0.221086776537,94.742004,95.879150605,0.0217155493911
1647,1983,36,1,95.945129,14309,1947,95.8157186474,0.184967404729,95.5530391284,0.220036588257,94.742004,95.7486706334,0.0214921532202
1648,1984,36,1,95.155708,13286,1948,95.6358380633,0.182473114825,95.3032917104,0.219452714708,94.742004,95.5985958215,0.0213249938239
1649,1985,36,1,95.335533,13488,1949,95.4344300812,0.179794077072,95.1313334303,0.218790852969,94.742004,95.4299240102,0.0211773812868
1650,1986,36,1,95.058067,12967,1950,95.2165578492,0.177513730604,95.0522770486,0.218265087008,94.742004,95.244122978,0.0210586591284
1651,1987,36,1,94.903687,13287,1951,94.9875051784,0.176203016389,95.034310986,0.218039421761,94.742004,95.0432080505,0.0209933418859
1652,1988,36,1,94.657692,12536,1952,94.7527012713,0.17620423902,95.0061529164,0.218039776354,94.742004,94.8298049952,0.0209992435116
1653,1989,36,1,94.633957,13231,1953,94.5176387987,0.177517352208,94.8901978711,0.218266165526,94.742004,94.6071876441,0.0210760430907
1654,1990,36,1,94.924294,14033,1954,94.2877867082,0.1797999777,94.6428227921,0.218792683024,94.742004,94.3792795305,0.0212054381692
1655,1991,36,1,94.640556,14178,1955,94.0684993357,0.182481147303,94.2757023012,0.219455332129,94.742004,94.1506100939,0.0213628403536
1656,1992,36,1,94.21579,13697,1956,93.8649235464,0.184977445412,93.8467852533,0.220040057484,94.742004,93.9262189222,0.021539399985
1657,1993,36,1,93.66246,13705,1957,93.6819057503,0.187017898178,93.4328543732,0.221091183467,94.742004,93.7115060392,0.0217728918979
1658,1994,36,1,93.518799,13275,1958,93.5239007108,0.189123782133,93.1048714087,0.22391711548,94.742004,93.5120320307,0.0221849026171
1659,1995,36,1,92.345604,12836,1959,93.3948840936,0.193286913939,92.9157896561,0.228640229058,94.742004,93.3332781428,0.0230147708424
1660,1996,36,1,92.98735,11795,1960,93.2982706843,0.203673087143,92.893860079,0.232965869748,94.742004,93.1803824311,0.0246245946709
1661,1997,36,1,93.297676,11718,1961,93.2368401316,0.226588476293,93.0323246589,0.238168716293,94.742004,93.0578725983,0.0274416086561
1662,1998,36,1,93.140091,11067,1962,93.2126719607,0.268808318828,93.2798788028,0.265586818708,94.742004,92.9694184537,0.031846541084
1663,1999,36,1,93.795204,10826,1963,93.2270914354,0.335295513505,93.5471845044,0.360172989416,94.742004,92.917626454,0.0380874675652
1664,2000,36,1,93.461349,10871,1964,93.2806276462,0.428685667047,93.7371248858,0.547897203268,94.742004,92.9038954372,0.0462793954484
1665,2001,36,1,92.144157,11925,1965,93.3729849566,0.550377175209,93.7856991313,0.820990678888,94.742004,92.9283468703,0.0564563002235
1666,2002,36,1,92.275558,11691,1966,93.5030286687,0.701506939381,93.6876729081,1.15958918567,94.742004,92.9898354626,0.0686175706527
1667,2003,36,1,93.584671,11045,1967,93.6687854712,0.883292526321,93.4904273135,1.53945853111,94.742004,93.0860379083,0.0827501179374
1668,2004,36,1,93.241631,10303,1968,93.8674589147,1.09702866215,93.2629477909,1.93399462288,94.742004,93.2136099124,0.0988336798152
1669,2005,36,1,93.109932,10707,1969,94.095459839,1.34398758523,93.0632736773,2.31713823229,94.742004,93.3683955167,0.116839106837
1670,2006,36,1,93.360321,11009,1970,94.3484513485,1.62531736185,92.9238845527,2.66670335549,94.742004,93.5456687941,0.136724951864
1671,2007,36,1,93.03138,10969,1971,94.6214076174,1.94196003069,92.8568040549,2.96699490718,94.742004,93.7403865958,0.158434421671
1672,2008,36,1,93.516838,10353,1972,94.9086855025,2.29459008232,92.8657791942,3.21005216629,94.742004,93.9474321593,0.181893272126
1673,2009,36,1,91.957443,9746,1973,95.2041076667,2.68356973898,92.9524711128,3.39536436897,94.742004,94.1618326389,0.207008697662
1674,2010,36,1,92.228661,9257,1974,95.5010556655,3.10891782059,93.1136290099,3.52833011505,94.742004,94.3789383069,0.233669112955
1675,2011,36,1,91.620598,9447,1975,95.7925712425,3.5702899315,93.3354988638,3.61800736466,94.742004,94.5945565153,0.261744698772
1676,2012,36,1,92.163277,9002,1976,96.071463907,4.06696844338,93.5929100682,3.67478358061,94.742004,94.8050387071,0.291088592028
1677,2013,36,1,90.680222,9442,1977,96.3304227469,4.59786120508,93.8550718927,3.70848859731,94.742004,95.0073231958,0.321538612563
1678,2014,36,1,90.531502,9110,1978,96.5621303547,5.16150815394,94.0944071837,3.7272347147,94.742004,95.1989396904,0.352919428605
1679,2015,36,1,91.10453,9447,1979,96.7593767159,5.75609511194,94.2932280324,3.73699905053,94.742004,95.3779834839,0.38504506871
1680,2016,36,1,90.220818,10000,1980,96.9151709378,6.37947408091,94.4455042649,3.74176216692,94.742004,95.5430679121,0.417721691591
1681,1976,36,2,56.711792,9500,1940,56.9284698111,0.335279713374,57.489031968,0.360154825471,70.822136,57.4557261442,0.0379006282979
1682,1977,36,2,60.575615,10329,1941,58.9995191596,0.268791328202,59.2830080049,0.265576643476,70.822136,59.3680232299,0.031688318448
1683,1978,36,2,61.591316,11276,1942,60.9756640583,0.226570966942,61.0863206405,0.238161717969,70.822136,61.23420225,0.0273105733828
1684,1979,36,2,63.429535,12736,1943,62.8446463085,0.203656081397,62.8153460861,0.232959461359,70.822136,63.0283426462,0.0245182021135
1685,1980,36,2,64.276909,14001,1944,64.5959290577,0.19327126536,64.4541418528,0.228634120161,70.822136,64.7281839256,0.0229290213355
1686,1981,36,2,67.088867,12625,1945,66.2208543998,0.189109907998,66.0280915788,0.223911743886,70.822136,66.3157639638,0.0221152394873
1687,1982,36,2,67.584213,12154,1946,67.7127684729,0.187005920526,67.5656877834,0.221086776537,70.822136,67.777714939,0.021715549391
1688,1983,36,2,67.608467,15029,1947,69.0671112078,0.184967404726,69.0677158224,0.220036588257,70.822136,69.1052451443,0.0214921532202
1689,1984,36,2,68.945961,15010,1948,70.2814685945,0.182473114817,70.4947484791,0.219452714708,70.822136,70.2938709047,0.0213249938239
1690,1985,36,2,72.794678,14327,1949,71.3555861035,0.179794077082,71.7740222761,0.218790852969,70.822136,71.3429806858,0.0211773812867
1691,1986,36,2,73.527832,14253,1950,72.2913427165,0.177513730609,72.8227331371,0.218265087008,70.822136,72.2553138724,0.0210586591284
1692,1987,36,2,73.01889,14509,1951,73.092685858,0.17620301638,73.5829751183,0.218039421761,70.822136,73.0364239572,0.0209933418859
1693,1988,36,2,73.944969,13993,1952,73.7655283621,0.17620423902,74.0566962148,0.218039776355,70.822136,73.694175787,0.0209992435115
1694,1989,36,2,75.232208,14715,1953,74.3176094309,0.177517352232,74.3200305571,0.218266165526,70.822136,74.23830447,0.0210760430906
1695,1990,36,2,74.114372,15195,1954,74.7583223247,0.179799977697,74.4991277788,0.218792683024,70.822136,74.6800435323,0.0212054381692
1696,1991,36,2,74.918945,15452,1955,75.0985122528,0.182481147315,74.7121601768,0.219455332129,70.822136,75.0318143007,0.0213628403537
1697,1992,36,2,75.17482,15235,1956,75.3502485762,0.18497744541,75.0108760555,0.220040057484,70.822136,75.3069582586,0.021539399985
1698,1993,36,2,74.634506,15194,1957,75.5265759962,0.187017898182,75.3624023041,0.221091183467,70.822136,75.5194893166,0.0217728918979
1699,1994,36,2,75.129921,14454,1958,75.6412498407,0.189123782137,75.6848306111,0.22391711548,70.822136,75.6838430614,0.0221849026171
1700,1995,36,2,75.958656,14124,1959,75.7084608979,0.193286913938,75.9080878525,0.228640229058,70.822136,75.8146042373,0.0230147708424
1701,1996,36,2,76.309067,13162,1960,75.7425554384,0.203673087153,76.0121452028,0.232965869748,70.822136,75.9262009424,0.0246245946709
1702,1997,36,2,75.748779,12476,1961,75.7577561449,0.226588476283,76.0166247744,0.238168716293,70.822136,76.0325630609,0.0274416086561
1703,1998,36,2,76.666191,12040,1962,75.7678895986,0.268808318825,75.9394084545,0.265586818708,70.822136,76.1467519966,0.031846541084
1704,1999,36,2,74.744835,12181,1963,75.7861257808,0.3352955135,75.7667866052,0.360172989416,70.822136,76.2805774998,0.0380874675652
1705,2000,36,2,75.861084,11872,1964,75.8247347285,0.428685667046,75.4625637309,0.547897203268,70.822136,76.4442241477,0.0462793954484
1706,2001,36,2,76.315781,12613,1965,75.8948650499,0.550377175208,75.0052612113,0.820990678888,70.822136,76.6459139737,0.0564563002235
1707,2002,36,2,73.847565,12732,1966,76.0063484633,0.701506939384,74.4178459074,1.15958918567,70.822136,76.8916323933,0.0686175706526
1708,2003,36,2,73.425438,12066,1967,76.1675339035,0.883292526321,73.7638836402,1.53945853111,70.822136,77.1849419041,0.0827501179374
1709,2004,36,2,75.044777,11380,1968,76.385154032,1.09702866215,73.1151075203,1.93399462288,70.822136,77.5269023697,0.0988336798152
1710,2005,36,2,74.484123,11839,1969,76.6642262431,1.34398758523,72.5181657784,2.31713823229,70.822136,77.9161086663,0.116839106837
1711,2006,36,2,75.076836,11983,1970,77.007989464,1.62531736185,71.9847667891,2.66670335549,70.822136,78.3488468955,0.136724951864
1712,2007,36,2,75.445602,11506,1971,77.4178772513,1.94196003069,71.5071568032,2.96699490718,70.822136,78.8193602496,0.158434421671
1713,2008,36,2,73.561142,10671,1972,77.8935268875,2.29459008232,71.0815422531,3.21005216629,70.822136,79.3202060509,0.181893272126
1714,2009,36,2,74.138786,10592,1973,78.4328234163,2.68356973898,70.7202521295,3.39536436897,70.822136,79.8426775946,0.207008697662
1715,2010,36,2,73.893333,10324,1974,79.0319768243,3.10891782059,70.4462919317,3.52833011505,70.822136,80.3772592439,0.233669112955
1716,2011,36,2,73.672089,10126,1975,79.6856299167,3.5702899315,70.2780421506,3.61800736466,70.822136,80.9140814901,0.261744698772
1717,2012,36,2,72.758713,10113,1976,80.3869938419,4.06696844338,70.216659164,3.67478358061,70.822136,81.443344663,0.291088592028
1718,2013,36,2,73.817535,10193,1977,81.1280077185,4.59786120508,70.2437093771,3.70848859731,70.822136,81.9556853563,0.321538612563
1719,2014,36,2,74.32048,10314,1978,81.899518412,5.16150815394,70.328274531,3.7272347147,70.822136,82.4424675318,0.352919428605
1720,2015,36,2,73.167625,10410,1979,82.6914762083,5.75609511194,70.4376727262,3.73699905053,70.822136,82.8959894283,0.38504506871
1721,2016,36,2,73.514099,11078,1980,83.4931419357,6.37947408091,70.5459846752,3.74176216692,70.822136,83.3096064327,0.417721691591
1722,1976,37,1,95.618347,8041,1939,95.9605763732,0.335265029894,95.8074009036,0.360154823054,94.710106,96.1674807451,0.0378943008118
1723,1977,37,1,96.143631,8799,1940,96.056730041,0.26877419137,96.0054641372,0.265576637314,94.710106,96.1694823905,0.0316822259673
1724,1978,37,1,95.885284,9342,1941,96.1077981113,0.226552025909,96.1474681792,0.238161705656,94.710106,96.1512652712,0.0273046272995
1725,1979,37,1,95.997833,10140,1942,96.1155260419,0.203636495241,96.2111205661,0.23295943997,94.710106,96.1124204401,0.0245120666855
1726,1980,37,1,95.808495,13486,1943,96.0821177792,0.193252083521,96.181319676,0.228634084201,94.710106,96.0526204828,0.0229221388232
1727,1981,37,1,96.418686,11634,1944,96.0102340854,0.189091642856,96.0588112448,0.223911684262,94.710106,95.9716453937,0.0221069683697
1728,1982,37,1,95.784409,11255,1945,95.9029820839,0.186988625861,95.8626057247,0.221086681581,94.710106,95.8694238033,0.0217053294567
1729,1983,37,1,95.511612,11054,1946,95.7638955413,0.184950916575,95.6264508194,0.220036445408,94.710106,95.7460894996,0.0214796292218
1730,1984,37,1,96.159081,13764,1947,95.5969056109,0.182457220482,95.3926275598,0.219452508672,94.710106,95.6020519952,0.0213100938048
1731,1985,37,1,95.419312,13656,1948,95.4063019885,0.17977859971,95.2028834033,0.218790564515,94.710106,95.4380783341,0.0211603595538
1732,1986,37,1,94.963661,12696,1949,95.1966846733,0.177498565089,95.0835477313,0.218264697889,94.710106,95.2553814165,0.0210400952424
1733,1987,37,1,95.142418,13090,1950,94.9729067734,0.176188135533,95.0275819511,0.218038911504,94.710106,95.0557079749,0.0209740756229
1734,1988,37,1,94.890007,12787,1951,94.7400090451,0.176189676536,94.9865373443,0.218039108852,94.710106,94.8414171873,0.0209802368898
1735,1989,37,1,94.843361,12736,1952,94.503147098,0.177503168751,94.8862652857,0.218265299447,94.710106,94.6155391424,0.0210581893436
1736,1990,37,1,94.737961,13687,1953,94.2675124264,0.179786222544,94.6646423653,0.218791598194,94.710106,94.3818014349,0.0211893622699
1737,1991,37,1,94.56871,13422,1954,94.038248634,0.182467829489,94.3091614179,0.219454024527,94.710106,94.1446125436,0.0213487345115
1738,1992,37,1,94.228127,13625,1955,93.8203644024,0.184964521554,93.8678658093,0.220038510474,94.710106,93.9089927193,0.0215269129119
1739,1993,37,1,93.589561,13441,1956,93.6186448959,0.187005279595,93.426100161,0.221089327139,94.710106,93.6804470397,0.0217610701904
1740,1994,37,1,92.497025,13612,1957,93.4375634096,0.189111366396,93.0675121762,0.223914853434,94.710106,93.464780898,0.022172196845
1741,1995,37,1,92.775925,12808,1958,93.2811951251,0.193274653184,92.8463317916,0.228637659806,94.710106,93.2678649071,0.0229991759323
1742,1996,37,1,92.723778,11387,1959,93.153134865,0.203661086902,92.7824402195,0.232963307588,94.710106,93.0953631248,0.0246040279213
1743,1997,37,1,92.886238,11934,1960,93.0564207036,0.226577027773,92.8688518159,0.238166126204,94.710106,92.952444529,0.0274144638757
1744,1998,37,1,93.632027,11270,1961,92.9934652169,0.268797729627,93.0755153118,0.265583218543,94.710106,92.8435017139,0.031812025262
1745,1999,37,1,92.81691,11150,1962,92.965996033,0.335285877943,93.347010969,0.360166107057,94.710106,92.771902025,0.038045404449
1746,2000,37,1,92.817017,10918,1963,92.9750071732,0.428676852788,93.606630456,0.54788373904,94.710106,92.7397944193,0.0462297358287
1747,2001,37,1,93.053261,11833,1964,93.0207224704,0.550368958055,93.7772666785,0.820968017728,94.710106,92.7479903762,0.0563987426929
1748,2002,37,1,92.70668,12067,1965,93.1025721029,0.701499105321,93.8122879299,1.1595572008,94.710106,92.7959298518,0.0685514008234
1749,2003,37,1,92.2146,11030,1966,93.2191830128,0.883284906925,93.7159940271,1.53941871979,94.710106,92.8817345843,0.0826741831513
1750,2004,37,1,92.934921,10386,1967,93.3683836787,1.09702113565,93.538255095,1.9339470806,94.710106,93.0023422387,0.0987464181489
1751,2005,37,1,92.707024,10133,1968,93.5472234036,1.34398006739,93.3470920467,2.31708059673,94.710106,93.1537071161,0.11673859381
1752,2006,37,1,92.368004,10358,1969,93.7520059609,1.62530979611,93.1983301185,2.66663398381,94.710106,93.3310474384,0.13660895425
1753,2007,37,1,93.262878,10735,1970,93.9783371246,1.94195238034,93.1202467329,2.96691694573,94.710106,93.5291161833,0.158300456928
1754,2008,37,1,92.51722,10646,1971,94.2211853028,2.29458232472,93.1168958173,3.20997347856,94.710106,93.7424722938,0.18173867378
1755,2009,37,1,92.68013,10120,1972,94.4749542069,2.68356186151,93.1804755501,3.39529311883,94.710106,93.9657315808,0.206830686624
1756,2010,37,1,92.337341,9310,1973,94.7335662211,3.10890981785,93.3007780389,3.52827071348,94.710106,94.1937811625,0.233464873958
1757,2011,37,1,91.656342,9346,1974,94.9905549088,3.5702818034,93.4669584413,3.61796026649,94.710106,94.4219469941,0.261511460462
1758,2012,37,1,91.117218,9263,1975,95.2391648958,4.06696019383,93.6649426519,3.67474758846,94.710106,94.6461100164,0.290823708781
1759,2013,37,1,90.795876,9125,1976,95.4724572164,4.59785284114,93.8761812185,3.7084624658,94.710106,94.8627718765,0.321239645866
1760,2014,37,1,90.587143,9285,1977,95.683418106,5.16149968524,94.0803163118,3.72721712021,94.710106,95.069075449,0.352584225726
1761,2015,37,1,91.114876,9285,1978,95.8650691599,5.75608655031,94.2601115759,3.73698819923,94.710106,95.2627882176,0.384671836466
1762,2016,37,1,90.784447,9258,1979,96.0105767714,6.37946544014,94.4053675512,3.74175599883,94.710106,95.4422579276,0.41730906313
1763,1976,37,2,58.183434,8956,1939,57.5321434324,0.335265029884,57.7699486235,0.360154823054,71.097305,57.6209904619,0.0378943008118
1764,1977,37,2,58.363956,9788,1940,59.5264751722,0.268774191369,59.6601189105,0.265576637314,71.097305,59.5125207756,0.0316822259672
1765,1978,37,2,61.204845,10467,1941,61.4415362638,0.226552025902,61.5222416528,0.238161705656,71.097305,61.3695740599,0.0273046272996
1766,1979,37,2,64.221123,10702,1942,63.2647326133,0.203636495236,63.238702083,0.23295943997,71.097305,63.1654766128,0.0245120666856
1767,1980,37,2,63.561543,14211,1943,64.9848891768,0.193252083529,64.7854281672,0.228634084201,71.097305,64.8767589234,0.0229221388232
1768,1981,37,2,67.320076,12866,1944,66.5924169304,0.189091642879,66.2149704275,0.223911684262,71.097305,66.4839065605,0.0221069683699
1769,1982,37,2,67.424149,11954,1945,68.079453192,0.186988625862,67.6081952148,0.221086681581,71.097305,67.971783244,0.0217053294567
1770,1983,37,2,69.28801,12020,1946,69.4399722168,0.18495091659,69.0199612575,0.220036445408,71.097305,69.3297342406,0.0214796292219
1771,1984,37,2,70.097893,14832,1947,70.6698635759,0.182457220488,70.4455917589,0.219452508672,71.097305,70.5514191771,0.0213100938047
1772,1985,37,2,70.333191,14565,1948,71.7669764725,0.179778599717,71.819582605,0.218790564515,71.097305,71.6344483812,0.0211603595538
1773,1986,37,2,72.846069,13967,1949,72.7311288575,0.177498565088,73.0403086428,0.218264697889,71.097305,72.5799044087,0.0210400952424
1774,1987,37,2,74.013069,14043,1950,73.5640809446,0.176188135523,74.0075075443,0.218038911504,71.097305,73.391823254,0.0209740756229
1775,1988,37,2,74.473755,13500,1951,74.2694734841,0.176189676535,74.6614490721,0.218039108852,71.097305,74.0766929431,0.0209802368897
1776,1989,37,2,74.777534,13720,1952,74.8527319102,0.177503168758,75.0132323792,0.218265299447,71.097305,74.6430061943,0.0210581893436
1777,1990,37,2,75.929192,14983,1953,75.3209382194,0.179786222542,75.1516379521,0.218791598194,71.097305,75.1008830764,0.02118936227
1778,1991,37,2,74.527069,14932,1954,75.6826731325,0.182467829494,75.2140776015,0.219454024527,71.097305,75.461762038,0.0213487345116
1779,1992,37,2,74.952141,15096,1955,75.9478317445,0.184964521548,75.3271691698,0.220038510474,71.097305,75.7381448647,0.0215269129118
1780,1993,37,2,76.031021,14849,1956,76.1274164345,0.187005279605,75.5473595184,0.221089327139,71.097305,75.9433734991,0.0217610701903
1781,1994,37,2,76.335175,14395,1957,76.2333112976,0.189111366399,75.8397860916,0.223914853434,71.097305,76.091414054,0.0221721968449
1782,1995,37,2,76.894569,14343,1958,76.2780427469,0.193274653193,76.1103039463,0.228637659806,71.097305,76.1966251957,0.0229991759322
1783,1996,37,2,76.488976,12591,1959,76.2745312155,0.203661086899,76.2667859874,0.232963307588,71.097305,76.2734935722,0.0246040279214
1784,1997,37,2,77.280884,12796,1960,76.235839049,0.226577027772,76.2650741466,0.238166126204,71.097305,76.3363271069,0.0274144638756
1785,1998,37,2,75.769875,12144,1961,76.1749197277,0.268797729629,76.1113927545,0.265583218543,71.097305,76.3989065886,0.031812025262
1786,1999,37,2,76.017746,11818,1962,76.10437348,0.335285877957,75.8312547339,0.360166107057,71.097305,76.4741057527,0.038045404449
1787,2000,37,2,74.991295,12028,1963,76.0362141597,0.428676852791,75.4398436843,0.54788373904,71.097305,76.5734986552,0.0462297358287
1788,2001,37,2,76.616951,13075,1964,75.9816519564,0.550368958053,74.9399915577,0.820968017728,71.097305,76.7069794673,0.0563987426929
1789,2002,37,2,75.683716,13471,1965,75.950896102,0.701499105321,74.34344678,1.1595572008,71.097305,76.8824230626,0.0685514008233
1790,2003,37,2,73.450661,12443,1966,75.9529812432,0.883284906923,73.6894933907,1.53941871979,71.097305,77.10541457,0.0826741831513
1791,2004,37,2,74.739304,11840,1967,75.9956205723,1.09702113566,73.0403209245,1.9339470806,71.097305,77.3790724919,0.0987464181489
1792,2005,37,2,75.141731,11564,1968,76.085088177,1.34398006739,72.4559579066,2.31708059673,71.097305,77.7039834892,0.11673859381
1793,2006,37,2,73.863869,11650,1969,76.226132384,1.62530979611,71.9694581799,2.66663398381,71.097305,78.0782582141,0.13660895425
1794,2007,37,2,74.417267,11871,1970,76.4219211668,1.94195238034,71.5807268082,2.96691694573,71.097305,78.4977075422,0.158300456928
1795,2008,37,2,74.389938,11304,1971,76.6740199659,2.29458232472,71.270391738,3.20997347856,71.097305,78.9561282286,0.18173867378
1796,2009,37,2,74.500153,10936,1972,76.9824015634,2.68356186151,71.0202001659,3.39529311883,71.097305,79.4456775166,0.206830686624
1797,2010,37,2,74.673317,10607,1973,77.3454869657,3.10890981785,70.8248680425,3.52827071348,71.097305,79.9573086635,0.233464873958
1798,2011,37,2,73.087456,9852,1974,77.7602156114,3.5702818034,70.6900668122,3.61796026649,71.097305,80.4812347001,0.261511460462
1799,2012,37,2,73.190086,9719,1975,78.222142631,4.06696019383,70.6220664893,3.67474758846,71.097305,81.0073866715,0.290823708781
1800,2013,37,2,74.636826,10020,1976,78.7255603736,4.59785284114,70.6184206064,3.7084624658,71.097305,81.5258352813,0.321239645866
