year,age,sex,lfp,n,cohort,lfp_age_avg
1989,60,2,44.953411,8428,1929,44.456223
1990,60,2,44.656338,8604,1930,44.456223
1991,60,2,45.409451,8016,1931,44.456223
1992,60,2,47.710682,8072,1932,44.456223
1993,60,2,44.809433,7323,1933,44.456223
1994,60,2,46.950035,7068,1934,44.456223
1995,60,2,49.465954,7230,1935,44.456223
1996,60,2,48.121498,6244,1936,44.456223
1997,60,2,50.118481,6407,1937,44.456223
1998,60,2,48.655121,6389,1938,44.456223
1999,60,2,49.381397,6364,1939,44.456223
2000,60,2,52.345158,6712,1940,44.456223
2001,60,2,52.743004,7350,1941,44.456223
2002,60,2,53.285236,8275,1942,44.456223
2003,60,2,56.484913,9061,1943,44.456223
2004,60,2,55.571556,8645,1944,44.456223
2005,60,2,55.949913,8484,1945,44.456223
2006,60,2,56.581234,8564,1946,44.456223
2007,60,2,56.992924,10864,1947,44.456223
2008,60,2,59.861286,10356,1948,44.456223
2009,60,2,58.374668,10208,1949,44.456223
2010,60,2,61.092873,10345,1950,44.456223
2011,60,2,61.180527,10331,1951,44.456223
2012,60,2,61.630566,10588,1952,44.456223
2013,60,2,59.57275,10951,1953,44.456223
2014,60,2,58.548576,11510,1954,44.456223
2015,60,2,59.013206,11093,1955,44.456223
2016,60,2,59.134628,11656,1956,44.456223
1976,61,1,73.031273,6677,1915,66.709045
1977,61,1,71.818779,6922,1916,66.709045
1978,61,1,70.912971,7414,1917,66.709045
1979,61,1,69.796104,7707,1918,66.709045
1980,61,1,69.537338,8853,1919,66.709045
1981,61,1,68.049232,8159,1920,66.709045
1982,61,1,67.000038,8456,1921,66.709045
1983,61,1,67.215805,8325,1922,66.709045
1984,61,1,65.714928,8088,1923,66.709045
1985,61,1,66.538368,7811,1924,66.709045
1986,61,1,66.553642,7694,1925,66.709045
1987,61,1,64.902588,7441,1926,66.709045
1988,61,1,64.814064,6914,1927,66.709045
1989,61,1,66.362206,7107,1928,66.709045
1990,61,1,66.855103,7224,1929,66.709045
1991,61,1,66.545677,7270,1930,66.709045
1992,61,1,65.818626,6749,1931,66.709045
1993,61,1,63.980377,6908,1932,66.709045
1994,61,1,63.688046,6189,1933,66.709045
1995,61,1,62.514462,5804,1934,66.709045
1996,61,1,64.784012,5203,1935,66.709045
1997,61,1,63.712799,5626,1936,66.709045
1998,61,1,66.403999,5677,1937,66.709045
1999,61,1,64.46666,5826,1938,66.709045
2000,61,1,65.910805,5714,1939,66.709045
2001,61,1,66.114265,6423,1940,66.709045
2002,61,1,66.688644,6784,1941,66.709045
2003,61,1,64.979568,7127,1942,66.709045
2004,61,1,63.246769,7988,1943,66.709045
2005,61,1,63.557697,7860,1944,66.709045
2006,61,1,64.5914,7614,1945,66.709045
2007,61,1,66.811592,7687,1946,66.709045
2008,61,1,67.091339,9658,1947,66.709045
2009,61,1,66.653702,9655,1948,66.709045
2010,61,1,66.232903,9327,1949,66.709045
2011,61,1,66.889198,9419,1950,66.709045
2012,61,1,67.140556,9490,1951,66.709045
2013,61,1,67.336998,9749,1952,66.709045
2014,61,1,67.369453,9679,1953,66.709045
2015,61,1,67.658783,10047,1954,66.709045
2016,61,1,68.615334,10183,1955,66.709045
1976,61,2,39.29715,7684,1915,40.945103
1977,61,2,37.392838,8181,1916,40.945103
1978,61,2,37.688835,8658,1917,40.945103
1979,61,2,40.010227,8745,1918,40.945103
1980,61,2,37.815937,10064,1919,40.945103
1981,61,2,38.899712,9927,1920,40.945103
1982,61,2,37.645012,9473,1921,40.945103
1983,61,2,38.199043,9653,1922,40.945103
1984,61,2,38.650715,8820,1923,40.945103
1985,61,2,38.393322,9289,1924,40.945103
1986,61,2,38.095123,9216,1925,40.945103
1987,61,2,39.156864,8561,1926,40.945103
1988,61,2,39.204552,8050,1927,40.945103
1989,61,2,41.5271,8260,1928,40.945103
1990,61,2,40.706676,8187,1929,40.945103
1991,61,2,42.019276,8247,1930,40.945103
1992,61,2,43.281818,7394,1931,40.945103
1993,61,2,45.487114,7450,1932,40.945103
1994,61,2,43.619396,6716,1933,40.945103
1995,61,2,42.930763,6435,1934,40.945103
1996,61,2,46.404598,6361,1935,40.945103
1997,61,2,46.134575,5993,1936,40.945103
1998,61,2,46.653393,6284,1937,40.945103
1999,61,2,43.468388,6415,1938,40.945103
2000,61,2,47.171448,6330,1939,40.945103
2001,61,2,49.034153,6988,1940,40.945103
2002,61,2,52.104889,7567,1941,40.945103
2003,61,2,50.846558,8011,1942,40.945103
2004,61,2,52.672512,8800,1943,40.945103
2005,61,2,51.920116,8101,1944,40.945103
2006,61,2,52.860088,7997,1945,40.945103
2007,61,2,54.96925,8147,1946,40.945103
2008,61,2,54.197681,10492,1947,40.945103
2009,61,2,56.658756,9850,1948,40.945103
2010,61,2,54.940636,9884,1949,40.945103
2011,61,2,56.325455,10104,1950,40.945103
2012,61,2,57.476276,10456,1951,40.945103
2013,61,2,55.116142,10683,1952,40.945103
2014,61,2,57.554947,10832,1953,40.945103
2015,61,2,54.842514,10897,1954,40.945103
2016,61,2,55.857891,10838,1955,40.945103
1976,62,1,61.937229,6464,1914,54.0401
1977,62,1,59.402912,7129,1915,54.0401
1978,62,1,61.661041,7569,1916,54.0401
1979,62,1,59.959419,7264,1917,54.0401
1980,62,1,57.320923,8631,1918,54.0401
1981,62,1,54.609722,8355,1919,54.0401
1982,62,1,54.582863,7967,1920,54.0401
1983,62,1,54.041489,8300,1921,54.0401
1984,62,1,53.096344,7696,1922,54.0401
1985,62,1,50.949245,7893,1923,54.0401
1986,62,1,53.600281,7492,1924,54.0401
1987,62,1,53.106544,7617,1925,54.0401
1988,62,1,52.238686,6862,1926,54.0401
1989,62,1,50.8433,6943,1927,54.0401
1990,62,1,52.860855,7477,1928,54.0401
1991,62,1,50.918072,7022,1929,54.0401
1992,62,1,51.621628,7000,1930,54.0401
1993,62,1,52.416515,6637,1931,54.0401
1994,62,1,49.519188,6288,1932,54.0401
1995,62,1,51.369129,6063,1933,54.0401
1996,62,1,51.352745,5154,1934,54.0401
1997,62,1,52.600628,5290,1935,54.0401
1998,62,1,53.985184,5646,1936,54.0401
1999,62,1,52.968521,5732,1937,54.0401
2000,62,1,53.100376,5751,1938,54.0401
2001,62,1,54.732449,5984,1939,54.0401
2002,62,1,57.620483,6825,1940,54.0401
2003,62,1,56.769539,7097,1941,54.0401
2004,62,1,55.83604,7025,1942,54.0401
2005,62,1,57.802246,7807,1943,54.0401
2006,62,1,57.601082,7234,1944,54.0401
2007,62,1,57.955284,7349,1945,54.0401
2008,62,1,56.917633,7737,1946,54.0401
2009,62,1,60.620506,9663,1947,54.0401
2010,62,1,59.420101,9410,1948,54.0401
2011,62,1,59.03688,8743,1949,54.0401
2012,62,1,59.462948,8943,1950,54.0401
2013,62,1,58.613701,9057,1951,54.0401
2014,62,1,62.120216,9506,1952,54.0401
2015,62,1,60.985863,9368,1953,54.0401
2016,62,1,60.809875,9706,1954,54.0401
1976,62,2,33.423809,7609,1914,34.245922
1977,62,2,33.858917,8373,1915,34.245922
1978,62,2,31.579733,8955,1916,34.245922
1979,62,2,33.666046,8552,1917,34.245922
1980,62,2,31.968143,10132,1918,34.245922
1981,62,2,31.399282,9232,1919,34.245922
1982,62,2,33.135124,9443,1920,34.245922
1983,62,2,33.822689,9240,1921,34.245922
1984,62,2,33.16555,9429,1922,34.245922
1985,62,2,31.168741,9133,1923,34.245922
1986,62,2,31.976175,9248,1924,34.245922
1987,62,2,31.636789,9093,1925,34.245922
1988,62,2,31.637556,8164,1926,34.245922
1989,62,2,34.833477,8146,1927,34.245922
1990,62,2,34.73838,8598,1928,34.245922
1991,62,2,33.157627,7942,1929,34.245922
1992,62,2,33.41433,8010,1930,34.245922
1993,62,2,36.60088,7269,1931,34.245922
1994,62,2,37.382145,7091,1932,34.245922
1995,62,2,36.0373,6742,1933,34.245922
1996,62,2,35.823071,5744,1934,34.245922
1997,62,2,39.988213,6163,1935,34.245922
1998,62,2,39.611271,5915,1936,34.245922
1999,62,2,37.876823,6073,1937,34.245922
2000,62,2,39.480915,6299,1938,34.245922
2001,62,2,41.283165,6810,1939,34.245922
2002,62,2,41.569256,7358,1940,34.245922
2003,62,2,44.611023,7618,1941,34.245922
2004,62,2,42.696102,7867,1942,34.245922
2005,62,2,44.891632,8533,1943,34.245922
2006,62,2,45.812695,7792,1944,34.245922
2007,62,2,46.719814,7792,1945,34.245922
2008,62,2,48.514091,8083,1946,34.245922
2009,62,2,48.963371,10550,1947,34.245922
2010,62,2,49.824734,9768,1948,34.245922
2011,62,2,48.863667,9632,1949,34.245922
2012,62,2,50.198616,9702,1950,34.245922
2013,62,2,51.243042,10160,1951,34.245922
2014,62,2,49.205879,10445,1952,34.245922
2015,62,2,50.267345,10539,1953,34.245922
2016,62,2,51.179592,10809,1954,34.245922
1976,63,1,55.406075,6134,1913,47.415058
1977,63,1,54.380314,6790,1914,47.415058
1978,63,1,52.191196,7333,1915,47.415058
1979,63,1,53.896786,7166,1916,47.415058
1980,63,1,52.160187,8415,1917,47.415058
1981,63,1,48.905693,8092,1918,47.415058
1982,63,1,45.560081,7573,1919,47.415058
1983,63,1,46.954121,7633,1920,47.415058
1984,63,1,48.562054,7787,1921,47.415058
1985,63,1,44.801144,7585,1922,47.415058
1986,63,1,44.52264,7151,1923,47.415058
1987,63,1,45.634518,7214,1924,47.415058
1988,63,1,44.676113,7186,1925,47.415058
1989,63,1,44.476711,6725,1926,47.415058
1990,63,1,45.635216,7143,1927,47.415058
1991,63,1,44.894402,7034,1928,47.415058
1992,63,1,45.727654,6519,1929,47.415058
1993,63,1,45.624397,6621,1930,47.415058
1994,63,1,45.391018,6330,1931,47.415058
1995,63,1,43.222828,5927,1932,47.415058
1996,63,1,45.186821,5218,1933,47.415058
1997,63,1,46.451481,5217,1934,47.415058
1998,63,1,46.367031,5277,1935,47.415058
1999,63,1,47.332935,5469,1936,47.415058
2000,63,1,44.517574,5230,1937,47.415058
2001,63,1,48.622746,5750,1938,47.415058
2002,63,1,49.229565,6114,1939,47.415058
2003,63,1,48.252354,6637,1940,47.415058
2004,63,1,50.382645,6619,1941,47.415058
2005,63,1,51.189537,6826,1942,47.415058
2006,63,1,53.308689,7633,1943,47.415058
2007,63,1,51.578266,6921,1944,47.415058
2008,63,1,54.794472,6986,1945,47.415058
2009,63,1,52.459461,7501,1946,47.415058
2010,63,1,54.50605,9406,1947,47.415058
2011,63,1,52.790485,9100,1948,47.415058
2012,63,1,56.007332,8848,1949,47.415058
2013,63,1,53.424866,8871,1950,47.415058
2014,63,1,56.059532,9173,1951,47.415058
2015,63,1,55.599232,9443,1952,47.415058
2016,63,1,56.626846,9288,1953,47.415058
1976,63,2,27.278456,7241,1913,29.656855
1977,63,2,27.738821,7892,1914,29.656855
1978,63,2,28.688335,8506,1915,29.656855
1979,63,2,27.742752,8492,1916,29.656855
1980,63,2,28.452564,9436,1917,29.656855
1981,63,2,27.44425,9170,1918,29.656855
1982,63,2,27.433496,8450,1919,29.656855
1983,63,2,28.554348,8838,1920,29.656855
1984,63,2,29.479992,9029,1921,29.656855
1985,63,2,30.083799,8809,1922,29.656855
1986,63,2,28.134207,8725,1923,29.656855
1987,63,2,26.434946,8737,1924,29.656855
1988,63,2,28.801941,8374,1925,29.656855
1989,63,2,28.978294,7921,1926,29.656855
1990,63,2,30.181902,8304,1927,29.656855
1991,63,2,29.322233,7926,1928,29.656855
1992,63,2,30.483017,7697,1929,29.656855
1993,63,2,30.8211,7762,1930,29.656855
1994,63,2,31.992203,7019,1931,29.656855
1995,63,2,33.521652,6632,1932,29.656855
1996,63,2,31.258806,5887,1933,29.656855
1997,63,2,32.872036,5860,1934,29.656855
1998,63,2,33.356323,6017,1935,29.656855
1999,63,2,32.70908,6140,1936,29.656855
2000,63,2,34.064297,5831,1937,29.656855
2001,63,2,37.601982,6869,1938,29.656855
2002,63,2,37.075668,7144,1939,29.656855
2003,63,2,37.1875,7249,1940,29.656855
2004,63,2,38.586052,7513,1941,29.656855
2005,63,2,39.646614,7726,1942,29.656855
2006,63,2,41.833652,8406,1943,29.656855
2007,63,2,40.436218,7733,1944,29.656855
2008,63,2,39.745972,7688,1945,29.656855
2009,63,2,43.304939,7927,1946,29.656855
2010,63,2,44.405815,10174,1947,29.656855
2011,63,2,44.805573,9902,1948,29.656855
2012,63,2,43.00111,9905,1949,29.656855
2013,63,2,45.996475,9748,1950,29.656855
2014,63,2,44.998707,9962,1951,29.656855
2015,63,2,45.55188,10316,1952,29.656855
2016,63,2,45.564537,10295,1953,29.656855
1976,64,1,50.761265,5833,1912,42.917614
1977,64,1,50.444637,6354,1913,42.917614
1978,64,1,48.787571,7116,1914,42.917614
1979,64,1,49.760826,6942,1915,42.917614
1980,64,1,48.848339,7734,1916,42.917614
1981,64,1,45.255177,7482,1917,42.917614
1982,64,1,44.617264,7503,1918,42.917614
1983,64,1,40.715508,7161,1919,42.917614
1984,64,1,41.761986,7342,1920,42.917614
1985,64,1,42.257507,7531,1921,42.917614
1986,64,1,39.14959,7233,1922,42.917614
1987,64,1,39.58316,6946,1923,42.917614
1988,64,1,38.945774,6801,1924,42.917614
1989,64,1,40.922428,7103,1925,42.917614
1990,64,1,40.832634,6857,1926,42.917614
1991,64,1,40.917759,6603,1927,42.917614
1992,64,1,41.208164,6522,1928,42.917614
1993,64,1,40.422352,6350,1929,42.917614
1994,64,1,41.139656,6197,1930,42.917614
1995,64,1,40.713631,5909,1931,42.917614
1996,64,1,40.596718,5061,1932,42.917614
1997,64,1,39.938728,4995,1933,42.917614
1998,64,1,41.370876,4888,1934,42.917614
1999,64,1,41.071198,5115,1935,42.917614
2000,64,1,43.730389,5133,1936,42.917614
2001,64,1,43.357136,5535,1937,42.917614
2002,64,1,45.636871,6032,1938,42.917614
2003,64,1,44.291538,6156,1939,42.917614
2004,64,1,45.564796,6235,1940,42.917614
2005,64,1,47.650826,6246,1941,42.917614
2006,64,1,47.236248,6727,1942,42.917614
2007,64,1,47.292934,7389,1943,42.917614
2008,64,1,47.810528,6952,1944,42.917614
2009,64,1,50.7174,6922,1945,42.917614
2010,64,1,50.171661,7237,1946,42.917614
2011,64,1,49.524818,8948,1947,42.917614
2012,64,1,49.037094,8672,1948,42.917614
2013,64,1,51.283558,8761,1949,42.917614
2014,64,1,51.021355,8730,1950,42.917614
2015,64,1,51.272655,9153,1951,42.917614
2016,64,1,51.231583,9315,1952,42.917614
1976,64,2,23.72537,6921,1912,26.119268
1977,64,2,24.081903,7731,1913,26.119268
1978,64,2,25.338554,8283,1914,26.119268
1979,64,2,25.629654,8285,1915,26.119268
1980,64,2,25.108004,9407,1916,26.119268
1981,64,2,24.221581,8800,1917,26.119268
1982,64,2,25.482813,8705,1918,26.119268
1983,64,2,23.835131,8220,1919,26.119268
1984,64,2,23.243925,8575,1920,26.119268
1985,64,2,24.564034,8839,1921,26.119268
1986,64,2,24.999516,8292,1922,26.119268
1987,64,2,25.334946,8492,1923,26.119268
1988,64,2,25.094185,7913,1924,26.119268
1989,64,2,27.057907,7838,1925,26.119268
1990,64,2,26.851336,8275,1926,26.119268
1991,64,2,25.100491,7851,1927,26.119268
1992,64,2,26.900249,7537,1928,26.119268
1993,64,2,27.902586,7557,1929,26.119268
1994,64,2,30.139946,7358,1930,26.119268
1995,64,2,28.113901,6743,1931,26.119268
1996,64,2,28.317833,5855,1932,26.119268
1997,64,2,27.982586,5827,1933,26.119268
1998,64,2,27.261671,5708,1934,26.119268
1999,64,2,30.574318,5986,1935,26.119268
2000,64,2,30.445375,6056,1936,26.119268
2001,64,2,31.074697,6428,1937,26.119268
2002,64,2,35.298569,7181,1938,26.119268
2003,64,2,33.549522,7262,1939,26.119268
2004,64,2,34.665684,7104,1940,26.119268
2005,64,2,35.292328,7427,1941,26.119268
2006,64,2,37.504559,7709,1942,26.119268
2007,64,2,39.506191,8167,1943,26.119268
2008,64,2,38.837818,7663,1944,26.119268
2009,64,2,37.914059,7503,1945,26.119268
2010,64,2,41.135574,7708,1946,26.119268
2011,64,2,40.880505,10119,1947,26.119268
2012,64,2,40.364613,9853,1948,26.119268
2013,64,2,39.689972,9598,1949,26.119268
2014,64,2,42.046261,9749,1950,26.119268
2015,64,2,40.534725,9990,1951,26.119268
2016,64,2,40.323544,10501,1952,26.119268
1976,65,1,37.003826,5877,1911,33.080173
1977,65,1,35.383976,6268,1912,33.080173
1978,65,1,36.617599,7103,1913,33.080173
1979,65,1,37.240253,7158,1914,33.080173
1980,65,1,34.915123,8307,1915,33.080173
1981,65,1,33.812172,7472,1916,33.080173
1982,65,1,31.376356,7044,1917,33.080173
1983,65,1,31.530392,7428,1918,33.080173
1984,65,1,30.407133,7146,1919,33.080173
1985,65,1,31.022381,7487,1920,33.080173
1986,65,1,30.654993,7271,1921,33.080173
1987,65,1,31.813366,7566,1922,33.080173
1988,65,1,31.055323,6960,1923,33.080173
1989,65,1,31.361341,6981,1924,33.080173
1990,65,1,31.993059,7682,1925,33.080173
1991,65,1,30.459694,7034,1926,33.080173
1992,65,1,32.003563,6754,1927,33.080173
1993,65,1,30.703682,6615,1928,33.080173
1994,65,1,33.106216,6156,1929,33.080173
1995,65,1,33.707104,6026,1930,33.080173
1996,65,1,33.820591,5290,1931,33.080173
1997,65,1,32.339088,4937,1932,33.080173
1998,65,1,34.711983,5136,1933,33.080173
1999,65,1,36.884964,5036,1934,33.080173
2000,65,1,36.628727,5301,1935,33.080173
2001,65,1,38.149391,5865,1936,33.080173
2002,65,1,38.132912,6538,1937,33.080173
2003,65,1,39.597584,6738,1938,33.080173
2004,65,1,37.92989,6980,1939,33.080173
2005,65,1,39.272785,6776,1940,33.080173
2006,65,1,40.858444,7006,1941,33.080173
2007,65,1,42.777302,7355,1942,33.080173
2008,65,1,42.770679,7715,1943,33.080173
2009,65,1,41.707851,7532,1944,33.080173
2010,65,1,42.253113,7835,1945,33.080173
2011,65,1,46.166767,7197,1946,33.080173
2012,65,1,44.808781,8998,1947,33.080173
2013,65,1,43.534489,8925,1948,33.080173
2014,65,1,43.501709,9036,1949,33.080173
2015,65,1,45.273014,8763,1950,33.080173
2016,65,1,47.244904,9032,1951,33.080173
1976,65,2,18.681074,7370,1911,20.225637
1977,65,2,18.305925,7869,1912,20.225637
1978,65,2,19.256289,8547,1913,20.225637
1979,65,2,21.061808,8463,1914,20.225637
1980,65,2,20.557268,9967,1915,20.225637
1981,65,2,19.196592,9066,1916,20.225637
1982,65,2,18.590176,8830,1917,20.225637
1983,65,2,19.363752,9130,1918,20.225637
1984,65,2,17.49584,8699,1919,20.225637
1985,65,2,16.298639,9311,1920,20.225637
1986,65,2,18.653635,9249,1921,20.225637
1987,65,2,18.35861,8989,1922,20.225637
1988,65,2,19.772234,8596,1923,20.225637
1989,65,2,20.209261,8958,1924,20.225637
1990,65,2,20.666485,8821,1925,20.225637
1991,65,2,20.803137,8830,1926,20.225637
1992,65,2,18.972502,8418,1927,20.225637
1993,65,2,20.968967,8017,1928,20.225637
1994,65,2,23.818565,7509,1929,20.225637
1995,65,2,22.284548,7361,1930,20.225637
1996,65,2,21.664213,6211,1931,20.225637
1997,65,2,23.661337,6022,1932,20.225637
1998,65,2,24.149931,6057,1933,20.225637
1999,65,2,22.624533,5657,1934,20.225637
2000,65,2,23.789457,6106,1935,20.225637
2001,65,2,26.037157,6777,1936,20.225637
2002,65,2,24.946362,6915,1937,20.225637
2003,65,2,28.156528,6931,1938,20.225637
2004,65,2,27.537769,7331,1939,20.225637
2005,65,2,28.341488,7306,1940,20.225637
2006,65,2,28.032455,7189,1941,20.225637
2007,65,2,32.145863,7626,1942,20.225637
2008,65,2,32.888393,7930,1943,20.225637
2009,65,2,33.919456,7705,1944,20.225637
2010,65,2,33.465878,7602,1945,20.225637
2011,65,2,33.795177,8175,1946,20.225637
2012,65,2,35.578979,9812,1947,20.225637
2013,65,2,35.308918,10073,1948,20.225637
2014,65,2,34.22419,9727,1949,20.225637
2015,65,2,36.288109,9801,1950,20.225637
2016,65,2,35.431084,9836,1951,20.225637
1976,66,1,31.149527,5581,1910,29.566971
1977,66,1,30.734264,6038,1911,29.566971
1978,66,1,30.249256,6343,1912,29.566971
1979,66,1,31.511635,6497,1913,29.566971
1980,66,1,30.839476,7766,1914,29.566971
1981,66,1,29.200598,7362,1915,29.566971
1982,66,1,28.916353,6776,1916,29.566971
1983,66,1,27.946796,6506,1917,29.566971
1984,66,1,25.594521,6835,1918,29.566971
1985,66,1,26.575575,6544,1919,29.566971
1986,66,1,27.516926,6839,1920,29.566971
1987,66,1,27.531513,6901,1921,29.566971
1988,66,1,28.945839,6884,1922,29.566971
1989,66,1,30.008512,6473,1923,29.566971
1990,66,1,27.23884,6923,1924,29.566971
1991,66,1,29.864225,6902,1925,29.566971
1992,66,1,30.061554,6419,1926,29.566971
1993,66,1,28.766769,6327,1927,29.566971
1994,66,1,30.911619,5984,1928,29.566971
1995,66,1,30.111197,5497,1929,29.566971
1996,66,1,31.543583,5303,1930,29.566971
1997,66,1,31.935167,5148,1931,29.566971
1998,66,1,30.750549,4880,1932,29.566971
1999,66,1,31.703011,5077,1933,29.566971
2000,66,1,33.213711,4818,1934,29.566971
2001,66,1,34.65276,5599,1935,29.566971
2002,66,1,34.37735,6187,1936,29.566971
2003,66,1,33.568184,6079,1937,29.566971
2004,66,1,36.063034,6337,1938,29.566971
2005,66,1,34.842636,6442,1939,29.566971
2006,66,1,34.95768,6497,1940,29.566971
2007,66,1,37.228264,6446,1941,29.566971
2008,66,1,37.28648,6413,1942,29.566971
2009,66,1,37.519958,7259,1943,29.566971
2010,66,1,37.535721,6951,1944,29.566971
2011,66,1,40.71603,6768,1945,29.566971
2012,66,1,40.657547,7172,1946,29.566971
2013,66,1,38.832645,8873,1947,29.566971
2014,66,1,37.304729,8697,1948,29.566971
2015,66,1,40.930359,8535,1949,29.566971
2016,66,1,39.059914,8552,1950,29.566971
1976,66,2,15.969697,6725,1910,17.616171
1977,66,2,16.381191,7451,1911,17.616171
1978,66,2,16.015648,7913,1912,17.616171
1979,66,2,17.789719,8143,1913,17.616171
1980,66,2,16.838263,9236,1914,17.616171
1981,66,2,17.174412,8561,1915,17.616171
1982,66,2,16.333466,8354,1916,17.616171
1983,66,2,15.9461,8083,1917,17.616171
1984,66,2,15.703447,8390,1918,17.616171
1985,66,2,14.783703,7998,1919,17.616171
1986,66,2,15.164405,8461,1920,17.616171
1987,66,2,15.385142,8590,1921,17.616171
1988,66,2,17.441971,8137,1922,17.616171
1989,66,2,18.6308,8115,1923,17.616171
1990,66,2,18.595331,8543,1924,17.616171
1991,66,2,18.9711,8305,1925,17.616171
1992,66,2,19.153553,7980,1926,17.616171
1993,66,2,17.453905,7918,1927,17.616171
1994,66,2,20.088873,7207,1928,17.616171
1995,66,2,19.866892,6927,1929,17.616171
1996,66,2,17.817583,6226,1930,17.616171
1997,66,2,18.408667,6060,1931,17.616171
1998,66,2,21.325645,5743,1932,17.616171
1999,66,2,21.548588,5600,1933,17.616171
2000,66,2,22.181156,5370,1934,17.616171
2001,66,2,22.344217,6233,1935,17.616171
2002,66,2,22.772049,6866,1936,17.616171
2003,66,2,24.426733,6616,1937,17.616171
2004,66,2,27.32605,6556,1938,17.616171
2005,66,2,25.179106,6650,1939,17.616171
2006,66,2,26.456881,6950,1940,17.616171
2007,66,2,26.818096,6750,1941,17.616171
2008,66,2,28.322268,7029,1942,17.616171
2009,66,2,28.141895,7469,1943,17.616171
2010,66,2,29.130177,7048,1944,17.616171
2011,66,2,31.105862,7529,1945,17.616171
2012,66,2,28.109926,8162,1946,17.616171
2013,66,2,29.591291,9835,1947,17.616171
